QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Class	CanShare	CanRepeat	CanAssist	NeedAccept	Difficulty	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	MinLevel	MaxLevel	MinMoral	MaxMoral	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValueStr1	QuestValue2	QuestValueStr2	QuestValue3	QuestValueStr3	QuestValue4	QuestValueStr4	QuestValue5	QuestValueStr5	QuestValue6	QuestValueStr6	QuestValue7	QuestValueStr7	QuestValue8	QuestValueStr8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	HidePresent	PresentAll1	PresentAll2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentExp	PresentMoney	PresentMoral	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistMoral	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest
78	佳朋远来	宇晴让你去找王知味，请他做一道南疆宫廷菜肴——飞龙卧雪，他在南面的水缸旁。	呦呦鹿鸣，食野之萍。我有嘉宾，鼓瑟吹笙……\n<N>，蓬莱岛的方鹤影叔叔从东海远来万花谷，专拆解爹爹和碧玲阿姨的误会，爹爹欣喜不已，摆下万花大宴，决意与碧玲阿姨重归于好。\n他已然许久未曾这般快活了，旁人都道万花谷主惊才绝艳，风光无限，却不知他其实是个非常寂寞的人。\n我瞧方叔叔来后，爹爹身心舒展，我也需备些玩意儿让他高兴一下。\n我在南疆时，曾品尝过一道飞龙卧雪的名菜，非常好吃，谷中厨子<F173 王知味伯伯>昔日曾到各地学艺，帮我问问他会不会做这道菜？看到南面的水缸了么，水缸旁边的那个胖胖的伯伯便是了。	王伯伯厨艺高超定能做出飞龙卧雪来！	烤鸡翅膀啊，我最爱吃，甚么世间美味都比不上这个啊！哈哈。	宇晴这小妮子不好好养花，倒要学起做菜来了？\n<H28><F174 王知味听你说了菜名儿，有些为难>\n<H28>飞龙卧雪？我虽是一等一的大厨，但这菜在南疆乃是宫廷秘传，我老王听便听过，从未亲手烹制过。\n不过世间哪有我王知味做不出菜肴！看你游手好闲，先去帮我取些食材来吧。	万花					主线	16		2	74									15								77																																												2	80																																																																																																									430	3																	万花	123	
79	猴珍	取八个花猴肉给王知味，落星湖西岸生有很多这种猴子。	据说此菜需要一种名叫猴珍的东西，我想应该就是猴肉吧？在落星湖西边的<F173 逍遥林>一带生有一种珍奇的花猴，花猴的猴肉就是猴珍，哈哈，这就去取十个<F171 花猴肉>来吧。\n<H28><F174 看他贪婪又残暴的样子，真是不想帮忙。>	花猴肉，你可别指望糊弄我这火眼金睛！	花猴肉，你可别弄错了！	这就是花猴肉吗？怎么看起来奇奇怪怪的？	万花					主线	16		2	80									15								78																																												2	80										5	450	8		120		900000																																																															1		5	308	5																						2780	45																	万花	123	
80	失窃的秘籍	从灵猴身上寻回九羊神功。	<N>，你是新来的吧？有个大秘密，你可莫要告诉别人。\n<H28><F174 王知味压低了声音。>\n<H28>前几日我老王弄到了一卷<F171 九羊神功>。嘘！我老王有了它，成为天下第一大厨便指日可待了！\n但就在昨日，我在猴林树下打了会儿瞌睡，醒来时竟发现秘籍被盗了！想必是被那顽劣的<F172 灵猴>给偷走了！你若能将它寻回，我便为你烹饪大餐，嘿嘿。那些灵猴就在<F173 西北方的逍遥林林北，凌云梯的西侧>，入谷之时不知你可曾见过它们。	找回我的秘籍了么？可别告诉其他人，免得被旁人知道抢去了！	找回我的秘籍了么？可别告诉其他人！	找回我的秘籍了么！就是它！太好了，我的宝贝，这天下第一名厨肯定是俺老王了！	万花	1				支线	15		2	80									14																																																				2	80										5	451	1		119		220000	0																																																														1		7	124	1																						1900	60																	万花	123	
81	鹿情	取八块麋鹿肉给王知味。	记得还有一种食材叫鹿情，南疆人就是喜欢起这么古怪的名字，我想应该就是<F171 麋鹿肉>，<F173 落星湖南边的花海>中，有很多<F172 万花麋鹿>，你快去取些<F171 麋鹿肉>来。	南疆人就喜欢搞这些希奇古怪的东西。	快去快去，是不是想偷懒了？做人要像我一样，勤奋一点。	哈哈，看我大显身手！	万花					主线	16		2	80									15								78																																												2	80										5	452	8		121		620000																																																																	5	309	5																						3200	45																	万花	123	
82	狼语	取八条晴狼狼舌给王知味。	这最后一味食材叫狼语，真让人摸不着头脑，据说狼舌是上好的食材，应该就是说这个吧？<F173 落星湖南边的花海深处>，有很多<F172 晴狼>，你去斩八条<F171 晴狼舌>来，这家伙很凶猛，你要小心点，别成了人家的食材。	南疆人就喜欢搞这些希奇古怪的东西。	快去快去，是不是想偷懒了？做人要像我一样，勤奋一点。	终于大功告成，这就看我施展手段，做成这道天下奇绝的飞龙卧雪。\n你别偷看，我这手艺可不能让你偷学了去！	万花					主线	17		2	80									16								81																																												2	80										5	453	8		125		800000																																																															1		5	310	5																						4530	60																	万花	123	
83	尴尬的厨师	去繁华径一带找赵叔源，求他作宫廷秘制的飞龙卧雪	<F174 看着眼前这盘色香味味俱无的怪东西，王知味尴尬地捏了把脸上的肥肉。>\n<H28><N>，这个……并不是我老王功力不够，而是这南蛮人的菜着实奇怪的很，还是别拿给宇晴看了，免得被她笑话。\n其实我也是最近才听过这道菜，谷中最近来了位<F173 赵叔源>的公子，好像和宇晴一样，都是南疆人，那天跟他闲聊，说起了这道飞龙卧雪，他既然能说的出，应该会做吧？你去他那里碰碰运气吧。唉，可惜了我的一世英名……\n昨日我还瞧见赵公子在<F173 繁花径附近>徘徊，好像有啥心事。<F173 过了西南的石桥不远就可以看到他。>	唉，我的一世厨名就这样毁了？	国家残破，山河犹在，只可惜公道在乎实力，不在人心。	飞龙卧雪？猴珍、鹿情、狼语，雅致之物，怎能用俗意去解？	万花					主线	17		2	80									16							1	81	82			84																																								2	76																																																																																																									440	25																	万花	123	
84	仙鹿茸	取得八只万花仙鹿鹿茸。	鹿之情，不同于人之情，人之情出于心，发于颜，而鹿之情却是流露在鹿茸间的！在我们南疆有个传说，鹿茸会随着它的情绪而变换颜色，喜则鲜艳，郁则灰暗。\n故飞龙卧雪所言之鹿情乃是<F171 仙鹿茸>，万花仙鹿身上即可取到，不过务必小心，别伤到了这可爱的生灵，万花仙鹿聚集在<F173 落星湖南边的花海中>。	既然不忘，为什么又不随我而去呢？复国是空……	鹿情就是仙鹿茸，切记！	鹿情？人情？你采来的鹿情尽是鲜艳的色泽，可见这万花谷中，连鹿都活的这么愉悦。\n怪不得宇晴……唉……	万花					主线	17		2	76									16								83																																												2	76										5	454	8		122		600000																																																															1		8	16	1																						4830	75																	万花	123	
85	夜狼心	取得八个夜狼心给赵叔源	狼语者，不是狼舌而是狼心，狼不是人，狼舌并不能言，狼语都是由狼心最深处发出的。在<F173 落星湖南边的花海深处>有一种<F172 夜狼>，<F171 夜狼心>带有剧毒，生食必死，不过我南疆有秘法可去除毒质，烹制享用，你尽可取来，夜狼凶猛，务必小心。	浪穹秘制狼心，乃是南诏人从上古传下来的。	浪穹秘制狼心，乃是南诏人从上古传下来的。	狼心？我南诏数百年传承，竟被错解至此……	万花					主线	18		2	76									17								83				86																																								2	76										5	455	8		126		800000																																																																																									4090	75																	万花	123	
86	朱丹果	到快活林中取一串朱丹果给赵叔源。	竟然让你取猴脑，这王师傅未免少了些慈悲之心。\n南疆的猴珍，是指猴子贮藏果实的时候，有一些遗落在草间而长成的果苗，本为素食，是飞龙卧雪的点睛菜肴。\n我来时看到<F173 落星湖西北方，快活林深处的山岗上>有一种奇特的猴子，名唤<F172 影猴>，这些猴子也长着很多这样的果实，叫做<F171 朱丹果>，去快活林取些回来吧。	做菜也是需要一种才情，否则只能虚得其表。	做菜也是需要一种才情，否则只能虚得其表。	猴珍、狼语、鹿情都已齐备，下面就到下厨之时了。\n南疆之菜肴，不重烟火，而在于色与味的和谐。	万花					主线	19		2	76									18							1	85	84			87																																								2	76										5	456	1			67																																																																																										2180	90																	万花	123	
87	美味菜肴	将飞龙卧雪带给落星湖的宇晴。	<N>，这就是<F171 飞龙卧雪>，虽材质受限，但还保留了九分的原味，你拿给<F173 宇晴公主>吧。\n<H28><F174 赵叔源忽然神色黯淡，喃喃自语道。>\n<H28>还记得她小的时候，最为爱吃这道菜，飞龙卧雪夜归人，今宵梦醒人不在，唉，当年的一切还历历在目，自我南诏沦落，宇晴公主流落到万花，已然十年有余了。	她最爱吃的飞龙卧雪，如果能挽回些什么……	我的菜呢？尚未做好么？	嗯，就是这种味道，和从前一般香味，分毫不差呢，王伯伯果然了得！\n啊，你说是赵将军做的菜么……倒是难为他了，这数年来，他想来过得很艰难吧。	万花					主线	19		2	76									18								86				88																												5	457	1										2	74										5	457	1																																																																			1		7	126	1																						470	30																	万花	123	
88	三星送牌	把菜牌送去给摘星楼的东方宇轩。	这飞龙卧雪若在大宴之时盛出，爹爹和方叔叔定然高兴，你先将这<F171 菜牌>给爹爹送去吧。\n你未见过爹爹么？他就在<F173 三星望月>的最高层上的<F173 摘星楼头>，过几日我们还要在那里举行晚宴，招待方叔叔呢！可我总觉着摘星楼上好冷……<F173 摘星楼乃爹爹居所，等闲之人不能入内，你须到三星望月第二个高台之上的邀月梯旁找守卫方洛，他会代你通传的。>	爹爹定然夸我。	<F174 他没有注意到你。>	这道菜我已听晴儿提起数次了，此次却是借了鹤影的光方才尝到啊。	万花					主线	19		2	74									18								87				114																												5	458	1										2	96										5	458	1																																																																																													1250	30																	万花	123	
89	野鹿	驱赶践踏花苗的野鹿三只。	你是刚来的吧，看你呆头呆脑的样子，呵呵，别生气，开个小小的玩笑哦。真高兴，终于有人可以陪我一起玩了，裴叔叔老是一副古板的样子。\n前些日子，谷里有人从洛阳运来一些白牡丹，再过些日子，花骨朵就要出来了！过段时间就可以看到白牡丹了！只是，最近总有<F172 野鹿>到<F173 屋后园中>践踏花苗！好讨厌啊。\n<N>，你能不能替把我赶走它们呢？这里有个哨子，可以用它把鹿子赶走，不过它声音好刺耳，我有点儿怕……	只需将它们赶走便可，莫伤了它们！	只需将它们赶走便可，莫伤了它们！	多谢你如此为我费心！宇晴没有什么可以回报，小小礼物你且收下吧。	万花	1				支线	16		2	74									15												90																												5	459	1										2	74																																																		3	驱赶野鹿																												1		5	309	1																						1930	30																	万花	123	
90	医花	向裴元讨教救活凤尾花之法。	我那些白牡丹被鹿儿踩得不成样子，想要再行养活颇为不易！\n你可否帮我求求<F173 裴元叔叔>，求他帮手救救这些可怜的花儿！这些都是爹爹寻来的名种，实是难得难寻。	裴元叔叔定是有法子的。		要我这个大夫医花么？晴儿却会异想天开!	万花					七试	16		2	74									15								89				91																																								2	77																																																																																																									430	30																	万花	123	
