ID	Desc	Persist	Group	Level	Category	Category1	Category2	Category3	Capability	Stack	ErrProc	Precond	SpecialStack	Sync	Save	Delay	Plus	Send	Death	Offline	DelayAdd	Icon	ReplaceRes	OnceRes	HeadRes	BodyRes	BottomRes	OnlySoundRes	SoundRes	ie1	ie2	ie3	ie4	ie5	pe1	pe2	pe3	pe4	pe5
564	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>日月均相同</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30046	1	0				-1	0			0	0	0	0	0	0	0				-1																
565	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>世界事件1</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30047	1	0				-1	0			0	0	0	0	0	0	0				-1																
566	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>世界事件2</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30048	1	0				-1	0			0	0	0	0	0	0	0				-1																
567	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>世界事件3</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30049	1	0				-1	0			0	0	0	0	0	0	0				-1																
568	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>世界事件4</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30050	1	0				-1	0			0	0	0	0	0	0	0				-1																
569	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>世界事件5</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30051	1	0				-1	0			0	0	0	0	0	0	0				-1																
570	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>将结果设置为与日相同</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30053	1	0				-1	0			0	0	0	0	0	0	0				-1																
571	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>将结果设置为与月相同</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	30054	1	0				-1	0			0	0	0	0	0	0	0				-1																
572	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>甲子</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>大量提高你的生命上限（下线或死亡后消失）</Obj></Seg></Layout>	7200	30055	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1705									
573	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>甲寅</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>适量提高你的生命上限（下线或死亡后消失）</Obj></Seg></Layout>	7200	30055	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1706									
574	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>甲辰</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>微弱提高你的生命上限（下线或死亡后消失）</Obj></Seg></Layout>	7200	30055	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1707									
575	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>甲午</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>大量提高你的法力上限（下线或死亡后消失）</Obj></Seg></Layout>	7200	30056	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1708									
576	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>甲申</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>适量提高你的法力上限（下线或死亡后消失）</Obj></Seg></Layout>	7200	30056	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1709									
577	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>甲戌</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>微弱提高你的法力上限（下线或死亡后消失）</Obj></Seg></Layout>	7200	30056	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1710									
578	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>乙丑</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>大量提高你的物理攻击力（下线或死亡后消失）</Obj></Seg></Layout>	7200	30057	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1717									
579	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>乙卯</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>适量提高你的物理攻击力（下线或死亡后消失）</Obj></Seg></Layout>	7200	30057	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1718									
580	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>乙巳</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>微弱提高你的物理攻击力（下线或死亡后消失）</Obj></Seg></Layout>	7200	30057	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1719									
581	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>乙未</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>大量提高你的咒法攻击力（下线或死亡后消失）</Obj></Seg></Layout>	7200	30058	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1720									
582	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>乙酉</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>适量提高你的咒法攻击力（下线或死亡后消失）</Obj></Seg></Layout>	7200	30058	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1721									
583	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>乙亥</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>微弱提高你的咒法攻击力（下线或死亡后消失）</Obj></Seg></Layout>	7200	30058	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1722									
584	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丙子</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>经验=等级平方*40</Obj></Seg></Layout>	1	30059	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1711									
585	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丙寅</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>经验=等级平方*30</Obj></Seg></Layout>	1	30059	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1712									
586	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丙辰</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>经验=等级平方*20</Obj></Seg></Layout>	1	30059	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1713									
587	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丙午</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>杀怪时额外获得100%的经验值（下线或死亡后消失）</Obj></Seg></Layout>	1800	30060	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1714									
588	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丙申</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>杀怪时额外获得70%的经验值（下线或死亡后消失）</Obj></Seg></Layout>	1800	30060	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1715									
589	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丙戌</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>杀怪时额外获得50%的经验值（下线或死亡后消失）</Obj></Seg></Layout>	1800	30060	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1716									
590	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丁丑</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>蕴魂=等级平方*10</Obj></Seg></Layout>	1	30061	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1723									
591	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丁卯</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>蕴魂=等级平方*8</Obj></Seg></Layout>	1	30061	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1724									
592	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丁巳</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>蕴魂=等级平方*5</Obj></Seg></Layout>	1	30061	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1725									
593	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丁未</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>杀怪时额外获得100%的蕴魂值（下线或死亡后消失）</Obj></Seg></Layout>	1800	30062	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1726									
594	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丁酉</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>杀怪时额外获得70%的蕴魂值（下线或死亡后消失）</Obj></Seg></Layout>	1800	30062	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1727									
595	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>丁亥</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>杀怪时额外获得50%的蕴魂值（下线或死亡后消失）</Obj></Seg></Layout>	1800	30062	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1728									
596	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>戊子</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>大量提高你的护甲和抗性（下线或死亡后消失）</Obj></Seg></Layout>	7200	30063	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1729									
597	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>戊寅</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>适量提高你的护甲和抗性（下线或死亡后消失）</Obj></Seg></Layout>	7200	30063	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1730									
598	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>戊辰</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>微弱提高你的护甲和抗性（下线或死亡后消失）</Obj></Seg></Layout>	7200	30063	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1737									
599	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>戊午</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>快速提高你的生命和法力恢复速度（下线或死亡后消失）</Obj></Seg></Layout>	7200	30064	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1738									
600	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>戊申</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>适量提高你的生命和法力恢复速度（下线或死亡后消失）</Obj></Seg></Layout>	7200	30064	2	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1739									
601	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>戊戌</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>微弱提高你的生命和法力恢复速度（下线或死亡后消失）</Obj></Seg></Layout>	7200	30064	1	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1740									
602	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>己丑</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>没有奖励</Obj></Seg></Layout>	1	30065	3	0				-1	0			0	1	0	0	1	0	1				-1																
603	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>己卯</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>没有奖励</Obj></Seg></Layout>	1	30065	2	0				-1	0			0	1	0	0	1	0	1				-1																
604	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>己巳</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>没有奖励</Obj></Seg></Layout>	1	30065	1	0				-1	0			0	1	0	0	1	0	1				-1																
605	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>己未</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>没有奖励</Obj></Seg></Layout>	1	30066	3	0				-1	0			0	1	0	0	1	0	1				-1																
606	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>己酉</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>没有奖励</Obj></Seg></Layout>	1	30066	2	0				-1	0			0	1	0	0	1	0	1				-1																
607	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>己亥</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>没有奖励</Obj></Seg></Layout>	1	30066	1	0				-1	0			0	1	0	0	1	0	1				-1																
608	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>庚子</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>经验=等级平方*40</Obj></Seg></Layout>	1	30059	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1711									
609	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>庚寅</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>经验=等级平方*30</Obj></Seg></Layout>	1	30059	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1712									
610	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>庚辰</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>经验=等级平方*20</Obj></Seg></Layout>	1	30059	1	0				-1	0			0	0	0	0	1	0	1				-1	55						1713									
611	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>庚午</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>杀怪时额外获得100%的经验值（下线或死亡后消失）</Obj></Seg></Layout>	1800	30060	3	0				-1	0			0	1	0	0	1	0	1			qingcheng	-1	55						1714									
