SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	LRSkill	DelType	IsAura	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	MisslesForm	MissleMoveKind	MissleSpeed	MissleLifeTime	MissleHeight	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	AttackTargetType	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	AddBaseDamage	SkillType	InitialStatus	SkillSeries	DamageType	DamageTargetType	DamageVal	NpcPercent	SkillDesc	SkillLevel	IncorBuffId	IncorBAvailRating	IncorBTarget	CorBuffId	CorBAvailRating	CorBTarget	Group	Category	Category1	Category2	Category3	Barrier	AddCriProb	CriDamage	MostAffNum	CastSpeed	DoHurt	ToolTipsView	ReqView	DescView	SummonNpcId	TrapId	AddToListInit	IsTalismanSkill	IsSwitchSkill	CostItem	Threat	CommonCoolDown	LevelUpBuffId	CostSkillExp	TargetFilterInfo	InvokeHideSkillId
呼名法		592		0	humingfa	\spr\skill\tianshi\humingfa1.spr								800													3					0	200	2000	0	81		1											2			4											-1	3	591						2	220	100	2				64		4			8				0				驱散敌对目标身上的有益效果			1						3			
落魄印		601		6	luopoyin									800				1	0	0	6	10	14		1	1	3					0	100	30000	0	0		0											3			4											-1	3	601						1							65		4			8				0				使单体敌对目标周围7尺范围内的目标无法使用技能，持续3秒		303	1						3			
落魄印		602		6	luopoyin									800				1	0	0	6	10	14		1	1	3					0	200	30000	0	0		0											3			4											-1	3	601						2							65		4			8				0				使单体敌对目标周围8尺范围内的目标无法使用技能，持续4秒		304	1						3			
落魄印		603		6	luopoyin									800				1	0	0	6	10	14		1	1	3					0	300	30000	0	0		0											3			4											-1	3	601						3							65		4			8				0				使单体敌对目标周围9尺范围内的目标无法使用技能，持续5秒		305	1						3			
瘟疫		611		0	wenyi	\spr\skill\tianshi\wenyi1.spr								800													3					0	20	3000	0	81		1											5			4											-1	3	611						1	227	100	2				67		4			8				0				给单体敌对目标附加瘟疫效果，每3秒会对周围6尺范围内的目标造成10点阴伤害，受20%咒法加成，并附加瘟毒，瘟毒效果下每次使用技能会额外受到10点阴伤害。			1						3			
瘟疫		612		0	wenyi	\spr\skill\tianshi\wenyi1.spr								800													3					0	40	3000	0	81		1											5			4											-1	3	611						2	228	100	2				67		4			8				0				给单体敌对目标附加瘟疫效果，每3秒会对周围6尺范围内的目标造成20点阴伤害，受20%咒法加成，并附加瘟毒，瘟毒效果下每次使用技能会额外受到20点阴伤害。			1						3			
瘟疫		613		0	wenyi	\spr\skill\tianshi\wenyi1.spr								800													3					0	60	3000	0	81		1											5			4											-1	3	611						3	229	100	2				67		4			8				0				给单体敌对目标附加瘟疫效果，每3秒会对周围6尺范围内的目标造成30点阴伤害，受20%咒法加成，并附加瘟毒，瘟毒效果下每次使用技能会额外受到30点伤害。			1						3			
瘟疫		614		0	wenyi	\spr\skill\tianshi\wenyi1.spr								800													3					0	80	3000	0	81		1											5			4											-1	3	611						4	230	100	2				67		4			8				0				给单体敌对目标附加瘟疫效果，每3秒会对周围6尺范围内的目标造成40点阴伤害，受20%咒法加成，并附加瘟毒，瘟毒效果下每次使用技能会额外受到40点伤害。			1						3			
瘟疫		615		0	wenyi	\spr\skill\tianshi\wenyi1.spr								800													3					0	100	3000	0	81		1											5			4											-1	3	611						5	231	100	2				67		4			8				0				给单体敌对目标附加瘟疫效果，每3秒会对周围6尺范围内的目标造成50点阴伤害，受20%咒法加成，并附加瘟毒，瘟毒效果下每次使用技能会额外受到50点伤害。			1						3			
瘟神索命		621		0	wenshensuoming	\spr\skill\tianshi\wenshensuoming1.spr								800													3					0	200	300000	0	65		1											3			4											-1	3	621						1	242	100	2				70		4			8				0				使单体敌对目标染病，每3秒造成50点伤害，持续15秒，此病凶险异常，自己亦不可解，只对玩家有效			1						3			
瘟神索命		622		0	wenshensuoming	\spr\skill\tianshi\wenshensuoming1.spr								800													3					0	300	300000	0	65		1											3			4											-1	3	621						2	243	100	2				70		4			8				0				使单体敌对目标染病，每3秒造成100点伤害，持续15秒；15秒后进入重病，继续损失生命，每5秒向周围目标传染一次，持续10秒，此病凶险异常，自己亦不可解，只对玩家有效			1						3			
瘟神索命		623		0	wenshensuoming	\spr\skill\tianshi\wenshensuoming1.spr								800													3					0	400	300000	0	65		1											3			4											-1	3	621						3	244	100	2				70		4			8				0				使单体敌对目标染病，每3秒造成150点伤害，持续15秒；15秒后恶化为重病，继续损失生命，每5秒向周围目标传染一次，持续10秒；10秒后恶化为病入膏肓，生命上限降低50%，持续10秒，10秒后死亡，此病凶险异常，自己亦不可解，只对玩家有效			1						3			
钺舞		631		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	2		1	81		1											10			5											-1	3	631	1	0	5	100		1							74		5			8		200		0				对单体敌对目标造成5点近程物理伤害，受100%攻击加成			1						3			
钺舞		632		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	4		1	81		1											10			5											-1	3	631	1	0	10	100		2							74		5			8		200		0				对单体敌对目标造成10点近程物理伤害，受100%攻击加成			1						3			
钺舞		633		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	6		1	81		1											10			5											-1	3	631	1	0	15	100		3							74		5			8		200		0				对单体敌对目标造成15点近程物理伤害，受100%攻击加成			1						3			
钺舞		634		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	8		1	81		1											10			5											-1	3	631	1	0	20	100		4							74		5			8		200		0				对单体敌对目标造成20点近程物理伤害，受100%攻击加成			1						3			
钺舞		635		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	10		1	81		1											10			5											-1	3	631	1	0	25	100		5							74		5			8		200		0				对单体敌对目标造成25点近程物理伤害，受100%攻击加成			1						3			
钺舞		636		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	12		1	81		1											10			5											-1	3	631	1	0	30	100		6							74		5			8		200		0				对单体敌对目标造成30点近程物理伤害，受100%攻击加成			1						3			
钺舞		637		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	14		1	81		1											10			5											-1	3	631	1	0	35	100		7							74		5			8		200		0				对单体敌对目标造成35点近程物理伤害，受100%攻击加成			1						3			
钺舞		638		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	16		1	81		1											10			5											-1	3	631	1	0	40	100		8							74		5			8		200		0				对单体敌对目标造成40点近程物理伤害，受100%攻击加成			1						3			
钺舞		639		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	18		1	81		1											10			5											-1	3	631	1	0	45	100		9							74		5			8		200		0				对单体敌对目标造成45点近程物理伤害，受100%攻击加成			1						3			
钺舞		640		0	yuewu									160				7	5	0	13	10	16		1	1	3					0	20		1	81		1											10			5											-1	3	631	1	0	50	100		10							74		5			8		200		0				对单体敌对目标造成50点近程物理伤害，受100%攻击加成			1						3			
仇视		651		0	choushi									800													3					0	20	30000	0	163		0											5			5											0	3	651						1	248	100	2				75		5			8				0				为自己或队友附加仇视效果，使周围5尺范围内的怪物对其产生仇恨，每5秒产生相当于150点伤害所造成的仇恨，持续1分钟			1						3			
仇视		652		0	choushi									800													3					0	40	30000	0	163		0											5			5											0	3	651						2	249	100	2				75		5			8				0				为自己或队友附加仇视效果，使周围5尺范围内的怪物对其产生仇恨，每5秒产生相当于250点伤害所造成的仇恨，持续1分钟			1						3			
仇视		653		0	choushi									800													3					0	60	30000	0	163		0											5			5											0	3	651						3	250	100	2				75		5			8				0				为自己或队友附加仇视效果，使周围5尺范围内的怪物对其产生仇恨，每5秒产生相当于350点伤害所造成的仇恨，持续1分钟			1						3			
仇视		654		0	choushi									800													3					0	80	30000	0	163		0											5			5											0	3	651						4	251	100	2				75		5			8				0				为自己或队友附加仇视效果，使周围5尺范围内的怪物对其产生仇恨，每5秒产生相当于450点伤害所造成的仇恨，持续1分钟			1						3			
仇视		655		0	choushi									800													3					0	100	30000	0	163		0											5			5											0	3	651						5	252	100	2				75		5			8				0				为自己或队友附加仇视效果，使周围5尺范围内的怪物对其产生仇恨，每5秒产生相当于550点伤害所造成的仇恨，持续1分钟			1						3			
起死回生		661		0	qisihuisheng	\spr\skill\shoushi\qisihuisheng1.spr								800				7	5	0	14	10	17		1	1	3					0	100	1500000	0	257		0											5			5											1	3	661						1	253	100	2				77		5			8				0				复活一个友好目标，并为其回复20%的生命			1						3			
起死回生		662		0	qisihuisheng	\spr\skill\shoushi\qisihuisheng1.spr								800				7	5	0	14	10	17		1	1	3					0	100	1200000	0	257		0											5			5											1	3	661						2	253	100	2				77		5			8				0				复活一个友好目标，并为其回复20%的生命			1						3			
起死回生		663		0	qisihuisheng	\spr\skill\shoushi\qisihuisheng1.spr								800				7	5	0	14	10	17		1	1	3					0	100	900000	0	257		0											5			5											1	3	661						3	253	100	2				77		5			8				0				复活一个友好目标，并为其回复20%的生命			1						3			
起死回生		664		0	qisihuisheng	\spr\skill\shoushi\qisihuisheng1.spr								800				7	5	0	14	10	17		1	1	3					0	100	600000	0	257		0											5			5											1	3	661						4	253	100	2				77		5			8				0				复活一个友好目标，并为其回复20%的生命			1						3			
起死回生		665		0	qisihuisheng	\spr\skill\shoushi\qisihuisheng1.spr								800				7	5	0	14	10	17		1	1	3					0	100	300000	0	257		0											5			5											1	3	661						5	253	100	2				77		5			8				0				复活一个友好目标，并为其回复20%的生命			1						3			
回旋钺		671		0	huixuanyue									800				2	5	40	18	10	18		1	1	3					0	10		1	81		1											5			5											-1	3	671	0	0	15	100		1							78		5			8		200		0				对单体敌对目标造成15点远程物理伤害，受100%攻击加成			1						3			
回旋钺		672		0	huixuanyue									800				2	5	40	18	10	18		1	1	3					0	15		1	81		1											5			5											-1	3	671	0	0	20	100		2							78		5			8		200		0				对单体敌对目标造成20点远程物理伤害，受100%攻击加成			1						3			
回旋钺		673		0	huixuanyue									800				2	5	40	18	10	18		1	1	3					0	20		1	81		1											5			5											-1	3	671	0	0	25	100		3							78		5			8		200		0				对单体敌对目标造成25点远程物理伤害，受100%攻击加成			1						3			
回旋钺		674		0	huixuanyue									800				2	5	40	18	10	18		1	1	3					0	25		1	81		1											5			5											-1	3	671	0	0	30	100		4							78		5			8		200		0				对单体敌对目标造成30点远程物理伤害，受100%攻击加成			1						3			
回旋钺		675		0	huixuanyue									800				2	5	40	18	10	18		1	1	3					0	30		1	81		1											5			5											-1	3	671	0	0	35	100		5							78		5			8		200		0				对单体敌对目标造成35点远程物理伤害，受100%攻击加成			1						3			
补心		681		4	buxin	\spr\skill\shoushi\buxin.spr								192													3					0	10		0	162		0											5			5											1	3	681	8	0	-50	-50		1							79		5			8				-50				为周围6尺范围内的友好目标回复50点生命值，受50%咒法加成			1						3			
补心		682		4	buxin	\spr\skill\shoushi\buxin.spr								192													3					0	20		0	162		0											5			5											1	3	681	8	0	-75	-50		2							79		5			8				-50				为周围6尺范围内的友好目标回复75点生命值，受50%咒法加成			1						3			
补心		683		4	buxin	\spr\skill\shoushi\buxin.spr								192													3					0	30		0	162		0											5			5											1	3	681	8	0	-100	-50		3							79		5			8				-50				为周围6尺范围内的友好目标回复100点生命值，受50%咒法加成			1						3			
补心		684		4	buxin	\spr\skill\shoushi\buxin.spr								192													3					0	40		0	162		0											5			5											1	3	681	8	0	-125	-50		4							79		5			8				-50				为周围6尺范围内的友好目标回复125点生命值，受50%咒法加成			1						3			
补心		685		4	buxin	\spr\skill\shoushi\buxin.spr								192													3					0	50		0	162		0											5			5											1	3	681	8	0	-150	-50		5							79		5			8				-50				为周围6尺范围内的友好目标回复150点生命值，受50%咒法加成			1						3			
召唤灵狐		691		2	zhaohuanlinghu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	50	120000	0	3		0											7			5											0	3	691						1							80		5			8				0				召唤一只灵狐，灵狐每次攻击对单体敌对目标造成10点雷伤害	180		1						3			
召唤灵狐		692		2	zhaohuanlinghu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	100	120000	0	3		0											7			5											0	3	691						2							80		5			8				0				召唤一只灵狐，灵狐每次攻击对单体敌对目标造成20点雷伤害	181		1						3			
召唤灵狐		693		2	zhaohuanlinghu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	150	120000	0	3		0											7			5											0	3	691						3							80		5			8				0				召唤一只灵狐，灵狐每次攻击对单体敌对目标造成30点雷伤害	182		1						3			
召唤灵狐		694		2	zhaohuanlinghu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	200	120000	0	3		0											7			5											0	3	691						4							80		5			8				0				召唤一只灵狐，灵狐每次攻击对单体敌对目标造成40点雷伤害	183		1						3			
召唤灵狐		695		2	zhaohuanlinghu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	250	120000	0	3		0											7			5											0	3	691						5							80		5			8				0				召唤一只灵狐，灵狐每次攻击对单体敌对目标造成50点雷伤害	184		1						3			
召唤灵狐		696		2	zhaohuanlinghu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	300	120000	0	3		0											7			5											0	3	691						6							80		5			8				0				召唤一只灵狐，灵狐每次攻击对单体敌对目标造成60点雷伤害	185		1						3			
召唤灵狐		697		2	zhaohuanlinghu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	350	120000	0	3		0											7			5											0	3	691						7							80		5			8				0				召唤一只灵狐，灵狐每次攻击对单体敌对目标造成70点雷伤害	186		1						3			
召唤白虎		701		2	zhaohuanbaihu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	100	120000	0	3		0											5			5											0	3	701						1							82		5			8				0				召唤一只白虎，白虎每3秒施法一次，为单体友好目标治疗40点生命，白虎周围25尺范围内的队友会得到虎威效果，增加命中率20点	208		1						3			
召唤白虎		702		2	zhaohuanbaihu	\spr\skill\shoushi\zhaohuan.spr								0													3					0	150	120000	0	3		0											5			5											0	3	701						2							82		5			8				0				召唤一只白虎，白虎每3秒施法一次，为单体友好目标治疗60点生命，白虎周围25尺范围内的队友会得到虎威效果，增加命中率40点	209		1						3			
